home_team,away_team,home_goals,away_goals,result,season
Watford,Burnley,1,2,2,11
West Bromwich Albion,Swansea City,1,1,0,11
Manchester City,Manchester United,2,3,2,11
Arsenal,Southampton,3,2,1,11
Chelsea,West Ham United,1,1,0,11
Southampton,Chelsea,2,3,2,11
Burnley,Leicester City,2,1,1,11
Crystal Palace,Brighton and Hove Albion,3,2,1,11
Huddersfield Town,Watford,1,0,1,11
Swansea City,Everton,1,1,0,11
Liverpool,AFC Bournemouth,3,0,1,11
Tottenham Hotspur,Manchester City,1,3,2,11
Newcastle United,Arsenal,2,1,1,11
Manchester United,West Bromwich Albion,0,1,2,11
West Ham United,Stoke City,1,1,0,11
Brighton and Hove Albion,Tottenham Hotspur,1,1,0,11
AFC Bournemouth,Manchester United,0,2,2,11
Burnley,Chelsea,1,2,2,11
Leicester City,Southampton,0,0,0,11
West Bromwich Albion,Liverpool,2,2,0,11
Watford,Crystal Palace,0,0,0,11
Arsenal,West Ham United,4,1,1,11
Stoke City,Burnley,1,1,0,11
Manchester City,Swansea City,5,0,1,11
Everton,Newcastle United,1,0,1,11
Liverpool,Stoke City,0,0,0,11
Burnley,Brighton and Hove Albion,0,0,0,11
Crystal Palace,Leicester City,5,0,1,11
Huddersfield Town,Everton,0,2,2,11
Newcastle United,West Bromwich Albion,0,1,2,11
Southampton,AFC Bournemouth,2,1,1,11
Swansea City,Chelsea,0,1,2,11
West Ham United,Manchester City,1,4,2,11
Manchester United,Arsenal,2,1,1,11
Tottenham Hotspur,Watford,2,0,1,11
Brighton and Hove Albion,Manchester United,1,0,1,11
Stoke City,Crystal Palace,1,2,2,11
AFC Bournemouth,Swansea City,1,0,1,11
Leicester City,West Ham United,0,2,2,11
Watford,Newcastle United,2,1,1,11
West Bromwich Albion,Tottenham Hotspur,1,0,1,11
Everton,Southampton,1,1,0,11
Manchester City,Huddersfield Town,0,0,0,11
Arsenal,Burnley,5,0,1,11
Chelsea,Liverpool,1,0,1,11
Swansea City,Southampton,0,1,2,11
Chelsea,Huddersfield Town,1,1,0,11
Leicester City,Arsenal,3,1,1,11
Manchester City,Brighton and Hove Albion,3,1,1,11
Tottenham Hotspur,Newcastle United,1,0,1,11
West Ham United,Manchester United,0,0,0,11
Burnley,AFC Bournemouth,1,2,2,11
Crystal Palace,West Bromwich Albion,2,0,1,11
Huddersfield Town,Arsenal,0,1,2,11
Liverpool,Brighton and Hove Albion,4,0,1,11
Manchester United,Watford,1,0,1,11
Newcastle United,Chelsea,3,0,1,11
Southampton,Manchester City,0,1,2,11
Swansea City,Stoke City,1,2,2,11
Tottenham Hotspur,Leicester City,5,4,1,11
West Ham United,Everton,3,1,1,11
